1,0.00000400,0.00000200
2,0.00000200,0.00000200
4,0.00000200,0.00000300
8,0.00000300,0.00000300
16,0.00000600,0.00000700
32,0.00002000,0.00002000
64,0.00006900,0.00007300
128,0.00028500,0.00029600
256,0.00034600,0.00042300
512,0.00129800,0.00179500
1024,0.00389400,0.00889800
2048,0.01155000,0.04205900
4096,0.04517100,0.19811600
8192,0.18159900,0.85153100
16384,0.88144900,8.84247300
31329,11.47753000,48.28103000
